16,C#,2
16,D,2
16,E,2
16,F,2
8,E,2
16,D,2
16,C#,2
16,D,2
16,C#,2
16,D,2
16,E,2
16,F,2
8,E,2
16,D,2
16,C#,2
16,D,2
